strate_CP;sexe;IPS_CP;strate_CE1;CPFCOMO_Debut;CPFCOPH_Debut;CPFCOTE_Debut;CPFPHPH_Debut;CPFPHSY_Debut;CPFRLGP_Debut;CPFRLLE_Debut;CPFRLSI_Debut;CPFRLSY_Debut;CPMETNOCOEN_Debut;CPMETNOCORN_Debut;CPMETNOPR_Debut;CPMUTNOCA_Debut;CPMUTNOGN_Debut;CPMUTNOLN_Debut;CPFCOPH_Mi;CPFLILVMO_Mi;CPFLILVMOINV_Mi;CPFLILVTE_Mi;CPFLOE_Mi;CPFLOR_Mi;CPFPHPH_Mi;CPFRLGP_Mi;CPMNOCACOGN_Mi;CPMNOCACOLN_Mi;CPMNOCANECLAD_Mi;CPMNOCANECLSO_Mi;CPMNOCANOEN_Mi;CPMNOCARP_Mi;CE1COMO;CE1COPH;CE1FLOE;CE1FLOR;CE1LICP;CE1LICTEN;CE1LILVMO;CE1LILVTE;CE1MEGAS;CE1MNOCACOLN;CE1MNOCANECLAD;CE1MNOCANECLSO;CE1MNOCANECM;CE1MNOCANOEN;CE1MNOCANORC;CE1MNOCANORP;CE1MNOCARP;IPS_CE1;birthday;CodeEleve;CodeEtablissementCP;CodeEtablissementCE1;CodeClasseCP;CodeClasseCE1
REP;Fille;70.7;REP;11;14;13;10;11;8;5;4;21;11;9;3;7;20;4;11;9;12;8;10;6;9;10;39;8;7;7;10;5;14;15;12;12;10;8;27;28;6;10;5;6;10;10;9;11;6;70.5;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;106.6;Public Hors EP;11;12;13;13;14;7;4;2;23;11;10;2;7;28;4;13;16;19;14;9;8;10;8;40;2;7;7;10;4;13;15;11;8;8;3;26;15;4;2;3;2;10;6;8;4;2;107;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;129.2;Public Hors EP;13;10;15;15;15;10;7;3;7;11;9;3;8;15;3;14;32.9411764705882;29;38.6666666666667;9;7;11;10;25;5;4;7;10;4;14;14;9;10;9;7;47;47;8;6;5;3;10;10;10;2;5;127.1;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;114.5;Prive;10;14;14;4;11;4;2;4;17;11;10;3;8;23;3;11;23;26.3157894736842;47.027027027027;3;8;4;10;39;0.5;6;6;10;5;12;13;11;9;6;8;50;52;7;2;7;7;9;9;6;7;5;113.7;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;106.1;Public Hors EP;14;14;17;6;11;7;6;4;11;11;10;4;8;16;2;11;25;16;23;9;7;8;9;39;7;7;7;10;5;15;15;11;11;10;8;37;25;7;12.5;6;6;10;10;10;15;6;106.9;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;13;14;17;13;14;10;6;4;24;11;10;6;8;55;4;14;23;13;31.0714285714286;10;8;12;10;40;7.5;7;7;7;5;14;15;10;9;10;8;68.0769230769231;110.181818181819;5;10;7;7;5;8;7;8;5;;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;82.7;REP;13;13;13;11;14;10;7;4;8;11;10;5;8;30;5;13;51.4285714285714;27;75.6521739130435;10;7;11;10;40;8;7;7;10;3;15;15;11;11;8;8;65.7692307692308;64;6;9.5;7;8;9;10;10;9;6;82.4;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;8;11;14;11;12;7;4;2;22;11;10;2;7;49;1.5;13;20;12;25.8620689655172;8;8;12;10;30;7;4;2;10;5;14;14;9;8;9;8;83.7209302325581;79;5;5.5;2;0;10;10;7;7;3;93.6;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;95;Public Hors EP;13;14;16;10;15;10;7;4;24;11;9;4;8;28;4;;;;;;;;;40;2;;7;;3;15;12;12;11;10;8;49;63;6;10.5;6;3;10;10;10;14;5;92.4;2013-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;130.4;Public Hors EP;15;13;13;7;10;7;5;4;22;11;10;4;8;59;3;9;23;26;28;8;6;10;10;40;8;7;7;10;3;14;14;11;12;9;8;85.7142857142857;102;5;11;4;7;9;10;10;12;6;129.7;2013-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;93;Public Hors EP;11;9;10;10;13;8;5;4;22;11;6;1;8;27;0;10;14;8;11;3;4;6;10;21;2;2;1;10;2;12;11;6;6;6;3;33;26;5;9;1;0;10;6;7;3;2;93.7;2010-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;113.6;Public Hors EP;13;11;15;12;14;10;5;4;18;11;10;6;8;21;2.5;11;37.5;28;49.7142857142857;10;8;11;10;40;8;7;7;10;4;14;13;12;12;8;7;50;68;5;8.5;6;2;10;9;10;11;3;115.1;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;120.8;Public Hors EP;11;10;14;6;10;5;4;3;22;11;10;6;8;60;1.5;10;24;20;30.5660377358491;9;6;12;10;40;8;7;6;10;4;11;15;11;10;10;8;43;46;5;10.5;7;3;10;10;10;7;5;116;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;110.7;Public Hors EP;14;14;13;9;11;10;7;3;19;11;10;5;7;28;1;14;21;21;21;10;5;11;10;40;3.5;5;7;10;5;15;15;12;7;10;8;48;65;6;6;7;7;9;10;10;8;6;110.2;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;138.1;Prive;10;14;17;15;15;9;7;4;17;11;10;6;8;18;4;14;36;28;45.4054054054054;10;8;12;10;39;8;6;6;10;4;13;15;10;5;10;6;56;62;7;7;7;8;10;10;9;11;6;136.4;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;105.7;Public Hors EP;13;10;6;7;13;6;5;4;8;11;10;2;4;4;3.5;12;26;24;22;9;7;10;9;40;10;7;7;10;5;12;14;5;9;4;5;25;16;5;8.5;4;0;6;10;6;10;2;107.1;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;126.8;Public Hors EP;13;14;12;14;15;10;7;4;24;11;10;4;8;60;3.5;12;21;17;24;3;1;11;10;40;6;7;7;10;4;11;10;4;3;5;4;48;45;7;14;5;4;10;8;9;16;3;110.1;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;103.1;Public Hors EP;15;13;16;13;15;10;4;4;8;11;10;4;8;18;5;14;36.25;32.1428571428571;62.1428571428571;9;7;12;8;40;6;7;7;10;4;15;15;12;11;9;8;80;95;7;10.5;6;6;10;10;10;13;6;;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;117.8;Public Hors EP;14;11;16;14;12;9;6;4;18;11;10;2;8;13;3;12;29;28;28;9;4;11;9;36;6.5;5;3;10;3;12;14;10;8;9;4;41;47;8;5;2;3;5;10;10;10;3;116.2;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;80.6;REP;13;14;16;12;11;10;3;4;15;11;10;6;7;37;4;11;29;22;31.1111111111111;10;6;12;10;40;10;7;7;10;4;15;15;10;11;6;8;51;49;7;9;6;7;10;10;10;11;6;82.2;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;110.7;Prive;14;11;9;7;14;9;4;4;17;11;10;5;8;;1;8;28;28;;9;;;8;39;1;;7;;3;13;15;10;7;8;6;49;45;4;5;6;5;10;10;10;15;6;111.1;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;90;Public Hors EP;15;12;14;15;14;10;7;4;19;11;10;2;8;18;2;14;90;56.25;108.75;8;8;12;10;40;6;7;7;10;4;13;15;11;9;10;7;100;161.052631578952;8;11.5;7;8;10;10;10;13;5;89.5;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;103.1;Public Hors EP;12;14;10;11;12;10;7;3;11;11;10;5;7;15;4;14;28;25;34.8;10;8;12;10;40;6;6;5;10;3;13;13;9;8;8;8;45;35;8;7;5;3;8;10;9;2;3;103.1;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;123.3;Public Hors EP;8;9;7;7;11;9;6;4;16;11;10;6;7;23;0;10;22;22;26;8;7;11;10;38;5;7;3;10;2;11;12;11;4;3;5;39;31;4;0;4;3;9;8;6;2;3;128;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;103.9;Public Hors EP;8;10;10;4;12;9;3;3;22;11;8;5;6;11;2;6;23.1578947368421;25.8620689655172;32.2222222222222;8;8;11;10;40;7;6;6;10;4;13;10;5;6;6;2;31;35;7;6.5;2;3;5;6;8;4;4;102.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;94.5;Public Hors EP;15;14;17;10;12;8;5;2;22;11;10;2;8;19;6;14;13;14;21;6;5;8;10;38;6;6;7;8;4;14;15;10;8;9;7;36;33;7;12;2;1;7;9;9;6;5;95;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;133.2;Public Hors EP;3;11;14;13;12;10;3;3;16;11;9;1;8;37;5;14;15;12;9;9;6;12;10;38;7.5;7;7;10;4;14;15;12;6;8;7;23;12;7;9;6;7;8;9;10;11;5;133.7;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;99.5;Public Hors EP;13;13;14;10;15;10;4;3;21;11;10;3;8;0;0.5;14;43.7837837837838;32.1428571428571;62.1428571428571;10;7;8;10;40;4.5;7;6;10;4;14;15;10;8;10;8;85.7142857142857;96;3;7;6;6;9;10;10;12;6;97.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;123.4;Public Hors EP;12;13;13;7;12;10;7;2;23;11;10;4;7;59;2.5;12;;;;10;8;11;9;40;0;;7;;2;15;15;11;11;10;6;53;59;7;4.5;4;4;10;10;10;8;5;122.2;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;99.6;Public Hors EP;6;12;2;3;4;1;2;0;13;8;8;3;4;17;1.5;11;6;7;2;2;0;8;7;39;1;3;1;7;2;12;12;3;2;2;2;14;2;3;5.5;2;0;9;5;4;4;2;97;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;124.4;Prive;12;14;10;8;9;4;3;1;1;11;10;2;8;12;1;11;12;11;10;7;6;8;7;32;1.5;6;0;10;1;12;13;10;9;8;7;45;62;5;9;3;1;8;5;7;12;1;123.9;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;102.2;Public Hors EP;13;9;18;11;13;9;4;4;22;11;10;3;8;24;2;12;21;16;30;9;7;11;10;40;2;7;5;10;4;15;15;12;10;8;8;49;47;5;9;6;6;8;10;10;13;6;104.6;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;102.5;Public Hors EP;15;13;15;8;10;6;6;4;7;11;10;5;7;22;3;14;28;19;19;10;7;9;10;40;9;6;7;10;2;14;15;12;11;10;7;49;50;8;12;7;5;10;10;8;10;6;103.2;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;66.4;REP+;8;4;8;3;7;4;2;1;16;11;10;0;7;13;0;;4;4;;0;;3;10;30;2;;0;;1;7;8;6;6;6;3;20;12;4;1;4;2;4;6;8;3;1;65.8;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;60.6;REP;10;5;10;5;7;3;1;1;12;8;6;0;5;1;0;8;4;3;0;3;1;7;9;18;3.5;0;1;9;0;7;8;1;2;5;1;2;0;5;0.5;1;3;2;3;3;4;1;61.4;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;84.7;REP;13;13;10;11;13;10;4;4;12;11;10;5;8;9;2;9;15;12;15;9;8;11;10;32;5;5;3;10;4;13;15;10;10;8;8;23;14;6;9;4;4;10;9;9;12;6;83.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;113.2;Public Hors EP;14;14;18;8;12;8;3;3;13;11;10;5;8;22;2;14;15;19;19;9;7;10;10;40;8;4;7;10;4;15;15;12;9;10;8;37;35;7;8.5;3;3;10;10;10;13;4;114.7;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;100.2;Public Hors EP;13;14;12;5;12;7;5;4;13;11;10;5;8;30;6;12;25;27;28;8;7;11;8;34;5;7;7;10;1;14;14;9;7;9;6;28;20;7;7;2;0;9;7;6;13;4;98.4;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;13;13;15;13;14;9;7;3;24;11;10;5;8;46;0;10;27.7777777777778;25.2631578947368;35;9;5;12;10;40;10;5;7;10;5;15;11;10;8;8;6;49;46;5;7.5;7;5;9;8;10;14;4;;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.2;Public Hors EP;14;14;13;4;11;10;7;4;21;11;10;6;8;25;5;14;40.4651162790698;36;32.2222222222222;10;8;6;10;39;4;6;7;10;5;14;15;11;10;9;7;51;51;8;9;4;0;5;7;10;11;4;102.4;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;137.3;Prive;14;10;11;13;12;10;5;4;20;11;10;5;7;11;1.5;12;64.2857142857143;48.6486486486487;54.375;10;8;12;10;39;7;7;6;10;5;14;13;12;12;9;8;60;101;5;4.5;4;5;10;10;10;3;4;137.4;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;6;12;13;8;13;9;2;4;15;11;10;3;8;34;5.5;14;12;10;18;8;5;7;10;40;8.5;4;7;9;3;13;15;10;8;10;5;55;35;7;10.5;3;5;10;8;8;14;2;;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;100.7;Public Hors EP;11;13;13;6;8;5;4;4;7;6;9;2;6;33;2;12;60;60;60;2;2;4;9;39;2.5;4;0;8;2;12;15;0;3;3;2;9;4;5;2.5;2;0;8;8;7;6;3;101.9;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;100;Public Hors EP;4;10;6;9;11;4;5;0;22;11;10;2;8;17;1.5;12;20;18;27;7;7;6;10;8;5;7;7;10;3;12;11;9;10;7;3;60;69;4;10;4;8;10;2;9;7;4;100.5;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;107.2;Public Hors EP;15;14;14;15;15;8;5;2;11;11;10;6;8;60;4;14;24;23;25;9;8;11;10;40;6.5;7;7;10;5;15;13;12;12;9;8;73.75;112.222222222221;7;9;7;6;10;10;9;16;6;109.3;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;76.9;Public Hors EP;14;14;13;11;14;8;4;3;24;11;10;6;8;16;1;14;16;13;15;9;8;10;10;40;7;6;7;10;5;15;15;0;1;10;8;46;52;7;10;4;7;10;8;7;15;3;81.1;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;83;REP;6;6;7;1;7;1;0;2;8;7;10;1;7;7;1.5;9;13;5;13;5;2;6;9;11;1.5;3;2;9;3;8;7;1;0;2;2;21;18;0;2.5;2;2;0;2;4;1;4;84.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;108.4;Public Hors EP;14;14;14;15;15;10;3;4;12;11;10;6;6;28;6;14;39.1304347826087;60;75.6521739130435;10;8;12;10;39;6.5;7;7;8;4;15;15;12;11;10;7;63.1578947368421;90;8;13.5;6;7;10;10;10;14;6;108.3;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;118.2;Public Hors EP;14;14;13;6;8;8;5;0;14;11;10;6;8;18;1.5;11;27.5675675675676;42;34.8837209302326;4;2;8;8;40;7;4;7;9;4;13;13;7;8;8;5;51;68;8;8;2;3;10;3;6;11;2;97.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;114.4;Public Hors EP;13;12;15;10;15;7;4;3;23;11;9;5;7;39;3.5;14;17;18;15;9;8;11;10;40;5;7;7;8;5;15;14;11;11;5;8;43;42;3;12.5;7;5;9;10;8;14;6;109.9;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;104.4;Public Hors EP;14;13;17;13;14;8;5;3;22;11;10;4;8;20;2;12;41.4285714285714;28.4210526315789;62.1428571428571;10;8;12;10;40;10;7;7;10;5;15;13;12;12;9;8;71.0204081632653;101.69491525424;6;4;5;5;10;10;10;6;4;105.1;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;125.9;Prive;11;10;17;5;6;1;5;3;10;10;10;2;8;6;2;11;16;9;18;6;7;6;10;30;2;2;0;10;1;15;12;9;10;9;8;36;41;7;3;4;1;9;10;10;9;6;139.5;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;;Prive;14;13;14;15;13;10;7;4;21;11;10;3;8;27;3;13;26;15;27;9;8;11;10;40;8;5;6;10;4;14;14;8;9;10;7;36;42;8;8;6;2;7;10;8;13;6;99.9;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;146.6;Prive;10;10;5;2;5;2;6;4;9;11;10;1;8;24;4;12;36.2790697674419;27.9310344827586;33.9130434782609;10;7;6;10;40;6;5;0;10;5;12;11;7;4;8;6;51;43;7;10.5;7;2;10;9;10;7;4;145.9;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;98.8;Public Hors EP;10;12;16;10;7;9;5;3;13;11;10;5;7;13;5;14;13;15;28;9;6;12;10;40;8;7;7;10;3;13;15;12;11;9;8;69.6;87;8;11;3;2;10;10;10;13;5;97.6;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;67.4;REP;;6;9;0;;2;1;3;7;0;10;6;7;19;6;11;10;7;9;;5;5;;34;7;4;7;6;4;15;14;3;3;2;4;5;3;7;3;1;2;10;5;4;8;5;68.9;2011-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;104.2;Public Hors EP;12;13;10;9;10;4;3;4;16;4;10;4;8;11;3.5;12;19;14;19;7;6;9;10;40;6;6;0;8;2;13;14;8;10;7;7;49;59;6;9.5;3;5;10;7;5;7;2;104.1;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;121.1;Public Hors EP;10;12;16;11;7;8;4;4;9;11;10;4;8;14;4.5;14;27;23;40.4651162790698;8;6;11;9;39;4.5;7;7;10;3;15;13;11;12;9;5;55;54;5;7;6;7;10;8;10;15;5;119.8;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;97.1;Public Hors EP;8;9;10;5;5;10;5;3;22;8;10;0;8;0;3.5;11;8;9;10;3;1;4;10;27;4;3;0;5;4;5;15;10;7;6;5;35;35;4;2.5;1;0;6;4;7;6;2;96;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;83.7;REP;10;11;8;6;12;6;5;3;12;11;6;4;8;14;1;14;56.25;43.9024390243902;49.7142857142857;10;8;11;10;40;6;4;7;10;3;14;15;12;10;10;7;90;139.090909090913;6;10.5;6;6;8;10;10;10;3;84.7;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;86.7;Public Hors EP;14;11;14;11;15;10;6;4;22;11;10;5;8;58;2;;27;24;28;10;6;4;10;39;3;6;7;10;5;15;11;9;11;8;7;66.9230769230769;75;4;5;7;8;10;10;10;4;4;87.2;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;73;REP;10;12;8;2;10;4;5;2;9;11;10;1;7;3;3.5;12;14;10;13;6;8;6;10;11;3.5;5;0;9;1;11;13;10;8;7;2;38;32;7;7.5;1;2;8;7;6;6;2;71.5;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;88.8;Public Hors EP;13;14;18;13;14;10;7;4;23;11;10;5;8;29;1;14;25;29;56;8;8;12;10;40;7;7;7;10;4;15;15;12;11;10;7;73.75;109.285714285717;7;12.5;7;4;10;10;9;16;5;87.3;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;119.4;Prive;13;12;13;8;14;9;4;4;0;10;10;4;7;2;4.5;11;15;18;17;8;7;6;10;19;4;3;3;6;4;14;14;11;10;8;6;26;30;8;10.5;0;0;7;6;6;4;2;118.8;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;116.5;Prive;14;11;14;12;14;10;5;2;19;10;10;5;8;60;4;14;28;24;52.7272727272727;10;6;9;10;40;9;7;7;10;5;13;15;12;11;10;8;45;77;7;8.5;6;8;10;10;9;11;6;115;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;12;14;12;9;14;9;5;2;22;11;10;4;8;51;4;14;25;23;26;10;8;11;10;40;3;7;7;9;3;14;15;11;11;10;7;57;66;6;9.5;6;2;8;9;9;7;4;92.7;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;117.9;Public Hors EP;13;14;16;14;13;10;5;3;11;11;10;5;7;31;2;14;44.5714285714286;28.4210526315789;47.027027027027;10;7;11;10;40;5;7;7;10;4;14;15;12;11;10;8;68.5714285714286;102;6;7;4;2;10;9;10;6;3;116.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;81;REP;12;14;16;14;11;10;6;4;24;11;10;3;7;22;5.5;13;0;0;0;9;7;11;10;39;7;6;7;10;3;13;12;9;11;8;8;65.4545454545455;81;5;12;5;5;8;9;10;6;3;77.2;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;104.9;Public Hors EP;13;11;13;8;12;10;2;4;5;11;10;6;8;21;0;13;28;27;31.6363636363636;10;8;11;10;40;8;7;7;10;4;15;15;11;12;9;7;60;52;6;10.5;6;7;9;10;10;14;6;105.1;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;122.4;Public Hors EP;15;13;15;7;15;9;7;4;7;11;10;4;7;16;3;13;11;5;5;8;6;10;10;38;3;6;7;9;2;15;13;11;6;9;6;42;35;6;11.5;3;3;10;9;10;3;4;123.3;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;12;13;15;14;12;10;7;4;22;11;10;6;7;60;2.5;14;17;19;23;8;7;12;10;40;8;7;7;10;4;15;15;12;11;8;6;60;70;3;11.5;7;7;10;10;10;16;6;;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
